Estado de contrato;Poder adjudicador;Entidad impulsora;Código de contrato;Título;Tipo de contrato;Adjudicatario;Importe de adjudicación con IVA;Fecha de formalización
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-13-16328_00000000000000000000001;Trabajos de mantenimiento en el Archivo Histórico de Gipuzkoa en el 2016: control biológico;Servicios;TÉCNICA SANITARIA AMBIENTAL T.S.A., S.L.;4725;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-02-16328_00000000000000000000001;SERVICIO DE LIMPIEZA DEL EDIFICIO -MUSEO DE LA TÉCNICA DE EUSKADI- (PABELLÓN INDUSTRIAL CONSONNI) (Ribera de Zorrozaurre, Bilbao) (Local que alberga los elementos productivos utilizados en el proceso de industrialización de Euskadi);Servicios;EULEN, S.A.;7230;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-52-16328_00000000000000000000001;Compra de licencias para acceder a la base de datos -Periódicos del Mundo-Munduko Egunkariak-, para la Red de Lectura Pública de Euskadi (RLPE);Suministros;DIGINEWSPRESS, S.L.;17012;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-30-16328_00000000000000000000001;ARCHIVO HISTÓRICO DE EUSKADI (AHE): ALOJAMIENTO EN INTERNET (HOSTING) Y ADMINISTRACIÓN DEL SERVIDOR DE LA BASE DE DATOS -DOKUKLIK- (Dokuklik: Base de datos de archivos públicos y privados de Euskadi);Servicios;INTERNET BUSINESS DEVELOPMENT, S.L.;3913;02/01/2016
Ejecución;Gobierno Vasco;Kontsumobide-Instituto Vasco de Consumo;CM/01/2016-KB339_00000000000000000000001;Limpieza anual de las Oficinas de Kontsumobide. Vitoria-Gasteiz;Servicios;LIMPIEZAS GUTIÉRREZ, S.A.;13446;02/01/2016
Ejecución;Gobierno Vasco;Kontsumobide-Instituto Vasco de Consumo;CM/02/2016-KB339_00000000000000000000001;Estrategia digital en redes sociales;Servicios;SOCIÁLITAS, S.L.;20328;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;08/16334_00000000000000000000001;Sumnistro de pan y bollería;Suministros;PANIFICADORA GORBEA, S.L.;21000;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;18/16334_00000000000000000000001;Montaje y transporte;Servicios;TRANSPORTES Y SERVICIOS JOSETXU GALARZA, S.A.;15000;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;69/16334_00000000000000000000001;Tratamiento y ánálisis del agua;Servicios;URIARTE-PAGALDAY S.L.;18000;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;138/16334_00000000000000000000001;Recarga de extintores para prácticas;Suministros;SABICO SEGURIDAD, S.A.;7000;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;126/16334_00000000000000000000001;Curso Actualización y Perfeccionamiento Tráfico y Seguridad Vial;Servicios;Santiago Dueñas Romero;2888;02/01/2016
Ejecución;Gobierno Vasco;Salud;CM 048/2016330_00000000000000000000001;Compra e impresión de tarjetas sanitarias;Suministros;INTAREMIT, S.A.;2057;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;07/16334_00000000000000000000001;Suministro de huevos;Suministros;ALIMENTACIÓN BARROSO, S.A.;8000;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;11/16334_00000000000000000000001;Suministro de lácteos;Suministros;SOCIEDAD DISTRIBUIDORA ALIMENTARIA, S. L. ;21000;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BIBLIOTEKA-2016-010328_00000000000000000000001;ADQUISICIÓN DE LIBROS;Suministros;Gomila Librería Jurídica, S.A.;86;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;117/16334_00000000000000000000001;Expresión y comunicación: Hablar en público;Servicios;KEPA MURUA AURICENEA;21000;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;129/16334_00000000000000000000001;Impartición Módulo atención ante emergencias XXIV Promoción;Servicios;IMANOL ANDONEGUI MAEZTU;3840;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;104/16334_00000000000000000000001;Suministro de siluetas, blancos y dianas;Suministros;G.T.S. ELECTRÓNICA, S.L.;10000;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;124-1/16334_00000000000000000000001;Curso conducción de vehículos pesados;Servicios;ANDRES ANDA Y UNO MAS;420;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;124-2/16334_00000000000000000000001;Curso conducción vehículos pesados;Servicios;ANDRES ANDA Y UNO MAS;300;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;122-4/16334_00000000000000000000001;Curso negociadores policiales;Servicios;ANDRES SOTOCA PLAZA;120;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;59/16334_00000000000000000000001;Mantenimiento eléctrico;Servicios;ELECTROTÉCNICA DE URBINA, S.A.;21000;02/01/2016
Ejecución;Gobierno Vasco;Salud;CM 055/2016330_00000000000000000000001;Mantenimiento equipos en área cribado neonatal;Servicios;PERKINELMER ESPAÑA SL;9463;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;101/16334_00000000000000000000001;Suministro material de oficina;Suministros;ALMACENES CAYPE, S.A.;10000;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;129-1/16334_00000000000000000000001;Impartición Módulo atención ante emergencias XXIV Promoción;Servicios;CARMELO ALONSO SEGURADO;2880;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;118/16334_00000000000000000000001;Impartición meteorología adversa desde el punto de vista del voluntariado;Servicios;ONINTZE SALAZAR PEREZ;520;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;123/16334_00000000000000000000001;Curso manejo de motosierras;Servicios;ANTONIO LANDA OCHOA DE RETANA;360;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;124/16334_00000000000000000000001;Curso conducción vehículos pesados;Servicios;JOSE ANTONIO GUINEA LATORRE Y OTRO;1740;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;122/16334_00000000000000000000001;Curso negociadores policiales;Servicios;LUIS RODRIGUEZ CASO DE LOS COBOS;520;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;122-1/16334_00000000000000000000001;Curso negociadores policiales;Servicios;ALVARO MONTERO LLACER;240;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;122-2/16334_00000000000000000000001;Curso negociadores policiales;Servicios;JOSÉ ALBERTO CARBA GONZÁLEZ;920;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;122-3/16334_00000000000000000000001;Curso negociadores policiales;Servicios;ENRIC MARTINEZ RODRÍGUEZ;1120;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;51/16334_00000000000000000000001;Servicio de lavado y planchado de ropa;Servicios;INDESA 2010, S.L.;10000;02/01/2016
Ejecución;Gobierno Vasco;Salud;CM 049/2016330_00000000000000000000001;Compra de mobiliario para la Delegación de Araba;Suministros;Vicente Jose Aguilar Carbajosa;4568;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;05/16334_00000000000000000000001;Suministro de aceites;Suministros;URZANTE, S. L.;10000;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-26-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE EUSKADI EN EL 2016: INSTALACIÓN ELÉCTRICA;Servicios;ELECTRICIDAD C. NIETO, S.L;2691;02/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/059/2016323_00000000000000000000001;Limpieza de oficina en Bilbao;Servicios;ELOSA NORTE, S.A.;1659;01/01/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-009-DEPS2016326_00000000000000000000001;Mantenimiento de Jardines y Campas del Laboratorio de Control de Calidad en la Edificación, sito en la calle Aguirrelanda, 10 en Vitoria-Gasteiz, durante el año 2016,;Servicios;FIDEL LÓPEZ DE LAPUENTE;3945;01/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TKNIKA-99328_00000000000000000000001;CUOTA ASOCIADO WFCP 2016;Servicios;WFCP (World Federation of Colleges and Polytechnics);1000;01/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TKNIKA-98328_00000000000000000000001;CUOTA ASOCIADO 2016;Servicios;EFVET(European Forum of Technical and Vocational Education and Training);160;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/051/2016323_00000000000000000000001;Mantenimiento de instalaciones electromecanicas de la Oficina de Madrid;Servicios;CLIMA 2008, S.L.;2420;01/01/2016
Ejecución;Gobierno Vasco;Instituto de la Memoria, la Convivencia y los Derechos Humanos ;GOGORA 2016-09445_00000000000000000000001;Mantenimiento sistema gestión centralizada edificio;Servicios;INGETEK SISTEMAS, S.A.;10890;01/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;2016-001-BI328_00000000000000000000001;TRABAJOS DE FOTOCOPIADO Y ENCUADERNACION PARA LA DELEGACION TERRITORIAL DE EDUCACION DE BIZKAIA;Servicios;CIANOPLAN, S.L.;14520;01/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;2016-002-BI328_00000000000000000000001;SERVICIOS DE TRADUCCION E INTERPRETACION DE IDIOMAS DISTINTOS DEL EUSKERA EN CENTROS EDUCATIVOS DEPENDIENTES DE LA DELEGACION TERRITORIAL DE EDUCACION DE BIZKAIA;Servicios;ERCISA - AZAFATAS ERCILLA, S.A.;12100;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;M-001/2016250_00000000000000000000001;SERVICIO DE INSTALACIÓN Y MANTENIMIENTO DE CONTENEDORES HIGIÉNICOS DE LAS OFICINAS DE LANBIDE PARA EL AÑO 2016;Servicios;SERVICIO CONTENEDORES HIGIENICOS;2000;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/077/2016323_00000000000000000000001;Trabajos en la comisión de EITB;Servicios;Mª Carmen Garmendia Lasa;726;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/078/2016323_00000000000000000000001;Trabajos en la comisión de EITB;Servicios;Juan Pablo Fusi Aizpurua;726;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/079/2016323_00000000000000000000001;Trabajos en la comisión asesora del proyecto de documetales de EITB sobre memoria crítica del pasado;Servicios;Mariano Ferrer Ruiz;600;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/033/2016323_00000000000000000000001;Suministro de energía eléctrica Oficina de Madrid;Suministros;GAS NATURAL S.U.R. SDG, S.A.;9000;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;M-004/2016250_00000000000000000000001;DESARROLLO DE LAS ACCIONES DE ACOMPAÑAMIENTO ESPECIALIZADO PARA LA INSERCIÓN A PERSONAS VÍCTIMAS DEL TERRORISMO EN COLABORACIÓN CON LANBIDE;Servicios;ASOCIACIÓN DE REINSERCIÓN SOCIAL SARTU-ALAVA;21598;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;M-008/2016250_00000000000000000000001;Mantenimiento del ascensor ubicado en la oficina de Lanbide sita en San Marcial, 12 de San sebastian;Servicios;THYSSENKRUPP ELEVADORES, S.L.;1281;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/046/2016323_00000000000000000000001;Servicio de noticias de Europa Press-enero;Servicios;AGENCIA EUROPA PRESS DELEGACIONES;7297;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;M-005/2016250_00000000000000000000001;Mantenimiento de ascensores del CFO Lasarte y el ascensor de Beasain;Servicios;ULAHI;2346;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;RESOL.LAN/R-001/2016250_00000000000000000000001;CUOTA ENERO 2016 COMUNIDAD DE PROPIETARIOS DE MAZARREDO 39 BILBAO;Servicios;COMUNIDAD PROP.MAZARREDO, 39;1048;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;RESOL.LAN/R-004/2016250_00000000000000000000001;CUOTA ENERO LOCAL ERCILLA 4 1ºDCHA;Servicios;COMUNIDAD PROPIETARIOS ERCILLA;480;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/014/2016323_00000000000000000000001;Seguro de prestaciones sanitarias de los delegados de Euskadi;Privados;SANITAS S.A. DE SEGUROS;14771;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;RESOL.LAN/R-005/2016250_00000000000000000000001;CUOTA COMUNIDAD DEL LOCAL DE VITORIA EN PASAJE DE LAS ANTILLAS 14. 1ºTRIMESTRE 2016.;Servicios;COMUNIDAD PROPIETARIOS LAS ANTILLAS 14;30;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;RESOL.LAN/R-006/2016250_00000000000000000000001;CUOTA COMUNIDAD DEL LOCAL DE VITORIA EN PASAJE LAS ANTILLAS 3. 1º TRIMESTRE 2016.;Servicios;COMUNIDAD PROPIETARIOS LAS ANTILLAS 14;11;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;RESOL.LAN/R-007/2016250_00000000000000000000001;CUOTA COMUNIDAD DE PASAJE DE LAS ANTILLAS 3. ENERO 2016;Servicios;COMUNIDAD PROPIETARIOS LAS ANTILLAS 14;47;01/01/2016
Ejecución;Gobierno Vasco;Administración Pública y Justicia;M-059/2016 DAPJ324_00000000000000000000001;Limpieza de la vajilla del comedor de Lakua Enero 2016;Servicios;CLECE, S.A.;6367;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;M-003/2016250_00000000000000000000001;SUMINISTRO Y MANTENIMIENTO DE UN SISTEMA DE INFORMACIÓN PARA LA GESTIÓN INTEGRAL DEL INMOVILIZADO DE LANBIDE;Servicios;FAMA SYSTEMS, S.A.;21677;01/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TRANSPORTE UTE G-ENE/JUN 2016-R1328_00000000000000000000001;NECESIDADES DE TRANSPORTE DEL ALUMNADO DE LA UNIDAD TERAPEÚTICO-EDUCATIVA DE GIPUZKOA-ENE/JUN 2016-R1;Servicios;DONOSTIALDEA SOCIEDAD DE SERVICIOS, S.L.;16286;01/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TRANSPORTE UTE G-ENE/JUN 2016-R2328_00000000000000000000001;NECESIDADES DE TRANSPORTE DEL ALUMNADO DE LA UNIDAD TERAPEÚTICO EDUCATIVA DE GIPUZKOA-ENE/JUN 2016-R2;Servicios;DONOSTIALDEA SOCIEDAD DE SERVICIOS, S.L.;8143;01/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TRANSPORTE UTE G-ENE/JUN 2016-R3328_00000000000000000000001;NECESIDADES DE TRANSPORTE DEL ALUMNADO DE LA UNIDAD TERAPEÚTICO-EDUCATIVA DE GIPUZKOA-ENE/JUN 2016-R3;Servicios;DONOSTIALDEA SOCIEDAD DE SERVICIOS, S.L.;13514;01/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DIABÉTICOS BIZKAIA-AVD 2016328_00000000000000000000001;ACOMPAÑAMIENTO ALUMNADO DIABÉTICO EN SALIDAS EXTRAESCOLARES PARA EL CONTROL DE HIPER E HIPOGLUCEMIAS-2016;Servicios;ASOCIACIÓN VIZCAINA DE DIABÉTICOS-AVD;5250;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;RESOL.LAN/R-002/2016250_00000000000000000000001;CUOTA ENERO LOCAL ERCILLA 4 1ºDCHA;Servicios;COMUNIDAD PROPIETARIOS ERCILLA;485;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;RESOL.LAN/R-003/2016250_00000000000000000000001;CUOTA ENERO LOCAL ERCILLA 4 1ºDCHA;Servicios;COMUNIDAD PROPIETARIOS ERCILLA;32;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DP/020/2016323_00000000000000000000001;"Patrocinio del programa ""vascas y Vascos en el Mundo""";Privados;EUSKO MEDIA, S.L.;21629;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/011/2016323_00000000000000000000001;Creación y gestión de campañas en redes sociales;Servicios;ADSMURAI, S.L.;12100;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/012/2016323_00000000000000000000001;Traducciones inglés 2016-IREKIA;Servicios;TRADUCTORES E INTÉRPRETES, S.A.;8000;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/021/2016323_00000000000000000000001;Mantenimiento de las instalaciones de climatización del Palacio Artaza;Servicios;MOVAL CLIMATIZACIONES, S.L.;2541;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/022/2016323_00000000000000000000001;Mantenimiento de las instalaciones de climatización de Lehendakaritza y Ajuria-Enea;Servicios;CLIMA VITORIA, S.L.;2396;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/023/2016323_00000000000000000000001;Mantenimiento de los sistemas de detección de incendios y de extintores de Lehendakaritza y Ajuria-Enea;Servicios;INSEKOR, S.A.;1117;01/01/2016
Ejecución;Gobierno Vasco;Instituto de la Memoria, la Convivencia y los Derechos Humanos ;GOGORA 2016-06445_00000000000000000000001;Mantenimiento del jardín;Servicios;IPIÑAMENDI DE SERVICIOS;7677;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/024/2016323_00000000000000000000001;Mantenimiento de las instalaciones de calefacción de Lehendakaritza y Ajuria-Enea;Servicios;CLIMA VITORIA, S.L.;2875;01/01/2016
Ejecución;Gobierno Vasco;Instituto de la Memoria, la Convivencia y los Derechos Humanos ;GOGORA 2016-07445_00000000000000000000001;Mantenimiento de las instalaciones de climatización;Servicios;CLIMATIZACIONES ETXEA, S.L.;10733;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/025/2016323_00000000000000000000001;Servicio de limpieza del Palacio Artaza;Servicios;AEXA OBRAS Y SERVICIOS, S.L.;12197;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/027/2016323_00000000000000000000001;Retirada de residuos recuperables;Servicios;SAICANATUR NORTE, S.L.;1205;01/01/2016
Ejecución;Gobierno Vasco;Desarrollo Económico y Competitividad;16/MENOR/PESCA/1325_00000000000000000000001;Limpieza de la oficina del Servicio de Inspección Pesquera de Bermeo;Servicios;LIMPIEZAS OSNE;3630;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/028/2016323_00000000000000000000001;Higienización de contenedores y reposición de bacteriostáticos;Servicios;EUROPEA SERVICIOS HIGIENE EURO SERVHI SA;647;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/029/2016323_00000000000000000000001;Mantenimiento de jardines del Palacio Artaza;Servicios;BIZKAIKO BASALAN AKZIOZKO BALTZUA A.B. S.A.;15682;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/030/2016323_00000000000000000000001;Mantenimiento de las instalaciones de seguridad del Palacio Artaza;Servicios;INGENIERÍA DE SEGURIDAD DE VITORIA Y ALAVA, S.L.U.;6773;01/01/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-011-DEPS2016326_00000000000000000000001;LA CLASIFICACIÓN, ORDENACIÓN, DESCRIPCIÓN Y DIGITALIZACIÓN DE LA DOCUMENTACIÓN DE ARCHIVO, DEL MOVIMIENTO LGTBI, EXISTENTE EN LAS ASOCIACIONES HEGOAK Y EME KOMUNIKAZIOA-PIKARA MAGAZINE, Y EN EL CENTRO DE DOCUMENTACIÓN DE MUJERES MAITE ALBIZ;Servicios;ABYC SOLUCIONES DOCUMENTALES S.L.;21758;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;03LHK/03S/2016323_00000000000000000000001;Servicio de limpieza de la delegación de Euskadi en Bruselas;Servicios;LAURENTY NETTOYAGE / SCHOONMAAK;51708;01/01/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-001-DEPS2016326_00000000000000000000001;LA IMPARTICIÓN DE CLASES DE EUSKERA AL CONSEJERO DEL DEPARTAMENTO;Servicios;Arantzamendi Ariztondo, Iban;5390;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/015/2016323_00000000000000000000001;Seguro de prestaciones sanitarias para familiares del Delegado de USA/Canadá;Servicios;SANITAS S.A. DE SEGUROS;7386;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/026/2016323_00000000000000000000001;Mantenimiento de antenas de Lehendakaritza y Ajuria Enea;Servicios;ANTENAS GAME, S.A.;1135;01/01/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-014-DEPS2016326_00000000000000000000001;UN SERVICIO DE ALERTAS DE NOTICIAS RELACIONADAS CON LA ACTIVIDAD DEL DEPARTAMENTO Y QUE SE DISTRIBUYEN POR OTRAS INSTITUCIONES O ADMINISTRACIONES CON COMPETENCIAS EN LAS MISMAS MATERIAS;Servicios;AGENCIA EFE, S.A.;4617;01/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;M-006/2016250_00000000000000000000001;PROVISIÓN DE SELLOS PARA LAS OFICINAS DE LANBIDE PARA EL AÑO 2016;Suministros;Begoña Gomez de Segura Ibisate - SNOBY;5000;01/01/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;01LHK/01S/2016323_00000000000000000000001;Servicio de producción de contenidos audiovisuales y de emisión de directos con perspectiva de género para 2016;Servicios;ALEGRIA ACTIVITY, S.L.;191809;01/01/2016
